omega,linear_probe_auc,logistic_f1,logistic_f1_std,mlp_matched_f1,mlp_matched_f1_std,q_reupload_f1,q_reupload_f1_std,gap_mlp_vs_lin,gap_q_vs_lin,gap_q_vs_mlp
0.5,0.9979346847045145,0.969086210946676,0.003429645290110417,0.956721774330714,0.001437221485185547,0.5972408764726198,0.02411834682835101,-0.012364436615961982,-0.3718453344740562,-0.35948089785809423
1.0,0.9651952280822795,0.8855596666551402,0.01526677962585149,0.8699186991869918,0.01626016260162605,0.6025611881488218,0.02394483594756386,-0.01564096746814836,-0.28299847850631843,-0.26735751103817007
2.0,0.7744016746972733,0.7038866930171278,0.008234519104084348,0.6685654008438818,0.031434599156118126,0.6024242144035015,0.009978886371692308,-0.03532129217324598,-0.10146247861362634,-0.06614118644038036
3.0,0.6700447326090382,0.6236744083741693,0.016179339340638754,0.6493036715500091,0.00018086453246518588,0.5441727252698833,0.004846882573254052,0.0256292631758398,-0.07950168310428607,-0.10513094628012587
4.0,0.5725373769948867,0.5209203231550382,0.03421275669287052,0.4953173534288806,0.06378208371933702,0.5410197321042777,0.039132939651447485,-0.02560296972615761,0.02009940894923945,0.04570237867539706
6.0,0.5044541078921853,0.48750273012564327,0.00949125785030866,0.5121810438883609,0.03137296308028015,0.48507045680030714,0.015885566144243524,0.024678313762717674,-0.0024322733253361317,-0.027110587088053806
