model,n_seeds,params,acc_mean,acc_std,f1_mean,f1_std,auc_mean,auc_std,pr_auc_mean,pr_auc_std,balanced_acc_mean,balanced_acc_std,ece_mean,ece_std,brier_mean,brier_std
mlp_param_matched,5,191,0.93796992481203,0.008406270592104484,0.9323129944799268,0.009515141151408939,0.9860489605212699,0.0027521125789603325,0.9835660760203216,0.0035918077265145853,0.9380411061887924,0.008799496875592621,0.026468954390195566,0.006448463662468305,0.04515402984695539,0.005531508243216148
q_plasmanet,5,178,0.9330827067669173,0.012368935245385015,0.9273351941517133,0.012705191658352917,0.981997118995416,0.0047530818479528366,0.9790722733101997,0.005776171703574088,0.9333575765821622,0.011546789724308209,0.03163875993309704,0.0060176730126492405,0.049146033826370686,0.008607693572516001
